College,Course,Category,Predicted_Rank_2025,Allotted_Rank_2020,Allotted_Rank_2021,Allotted_Rank_2022,Allotted_Rank_2023,Allotted_Rank_2024
Sagar Dutta Medical College & Hospital,MBBS,ST,104394.78,74086,66947,97627,100993,100993
Saheed Laxman Nayak Med. College and Hos.,MBBS,EWS,17037.05,,13478,15559,18161,18161
Saheed Laxman Nayak Med. College and Hos.,MBBS,GN,15620.41,12131,12759,14181,16229,16229
Saheed Laxman Nayak Med. College and Hos.,MBBS,OBC,26802.74,,13419,15445,17760,17760
Saheed Laxman Nayak Med. College and Hos.,MBBS,SC,70740.98,63710,61323,72010,73622,73622
Saheed Laxman Nayak Med. College and Hos.,MBBS,ST,116355.845,85418,99434,,121507,121507
Saheed Rendo Majhi Medical College & Hospital,MBBS,EWS,22002.825,,,,20267,20267
Saheed Rendo Majhi Medical College & Hospital,MBBS,GN,28071.26,,,,17313,17313
Saheed Rendo Majhi Medical College & Hospital,MBBS,OBC,27546.38,,,,18855,18855
Saheed Rendo Majhi Medical College & Hospital,MBBS,SC,88931.295,,,,92804,92804
Saheed Rendo Majhi Medical College & Hospital,MBBS,ST,128653.575,,,,130952,130952
Santosh Dental College and Hospital,BDS,EWS,1077213.565,,727239,568516,1129540,1129540
Santosh Dental College and Hospital,BDS,GN,1155572.265,812463,746275,834093,1162095,1162095
Santosh Dental College and Hospital,BDS,OBC,1186426.015,,880565,990589,1191847,1191847
Santosh Dental College and Hospital,BDS,SC,1174330.615,,906421,1011413,1189305,1189305
Santosh Dental College and Hospital,BDS,ST,394091.765,,319840,258963,242140,242140
Santosh Dental College and Hospital,MBBS,EWS,480746.855,,,575643,529961,529961
Santosh Dental College and Hospital,MBBS,GN,1055611.405,,,606742,1139801,1139801
Santosh Dental College and Hospital,MBBS,OBC,845170.61,,,781045,1359308,1359308
Santosh Dental College and Hospital,MBBS,SC,1263049.015,,,600224,1389388,1389388
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,MBBS,EWS,119547.895,,,15567,18816,18816
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,MBBS,GN,92690.31,,,14761,15088,15088
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,MBBS,OBC,101354.67,,,16453,17120,17120
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,MBBS,OBC PWD,876111.56,,,,967175,967175
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,MBBS,SC,300072.845,,,77578,87818,87818
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,MBBS,ST,155152.5,,,110926,133763,133763
Saveetha Dental College,BDS,EWS,601946.52,,,332164,420808,420808
Saveetha Dental College,BDS,GN,661441.73,812951,764791,665975,655596,655596
Saveetha Dental College,BDS,OBC,645011.625,,908494,712367,652217,652217
Saveetha Dental College,BDS,SC,581769.93,,692203,723139,541978,541978
Saveetha Medical College,MBBS,GN,499945.29,652223,494208,473349,568054,568054
Saveetha Medical College,MBBS,OBC,495250.9,,493260,472380,567628,567628
Saveetha Medical College,MBBS,SC,506080.085,,449094,337233,551359,551359
School of Dental Sciences and KIMSDU,BDS,EWS,999188.19,,710338,653538,1008165,1008165
School of Dental Sciences and KIMSDU,BDS,GN,1038743.575,733877,759249,876999,1045486,1045486
School of Dental Sciences and KIMSDU,BDS,OBC,1033844.73,,898265,1053994,1044018,1044018
School of Dental Sciences and KIMSDU,BDS,SC,1008322.195,,645268,1036511,1015722,1015722
Shaheed Nirmal Mahto Medical College & Hospital,MBBS,EWS,44169.755,,6630,,10308,10308
Shaheed Nirmal Mahto Medical College & Hospital,MBBS,GN,98651.88,,6269,7400,9040,9040
Shaheed Nirmal Mahto Medical College & Hospital,MBBS,OBC,34948.19,,9231,8525,10197,10197
Shaheed Nirmal Mahto Medical College & Hospital,MBBS,OBC PWD,564652.575,,,,567200,567200
Shaheed Nirmal Mahto Medical College & Hospital,MBBS,SC,110880.57,,56196,62773,75182,75182
Shaheed Nirmal Mahto Medical College & Hospital,MBBS,ST,127450.715,,83131,99742,94948,94948
Sharad Pawar Dental College and Hospital,BDS,EWS,1141963.82,,763624,612578,1160743,1160743
Sharad Pawar Dental College and Hospital,BDS,GN,1165130.455,799985,750593,875502,1164658,1164658
Sharad Pawar Dental College and Hospital,BDS,OBC,1384523.64,,920208,1022657,1394835,1394835
Sharad Pawar Dental College and Hospital,BDS,SC,1355900.42,,577429,962531,1367264,1367264
Shri Atal Bihari Vajpayee Medical College & Research Institute,MBBS,EWS,116012.945,,9137,6331,6856,6856
Shri Atal Bihari Vajpayee Medical College & Research Institute,MBBS,GN,110004.58,,3778,4547,3492,3492
Shri Atal Bihari Vajpayee Medical College & Research Institute,MBBS,OBC,54919.535,,7742,7705,6361,6361
Shri Atal Bihari Vajpayee Medical College & Research Institute,MBBS,SC,127604.44,,45331,47338,43650,43650
Shri Atal Bihari Vajpayee Medical College & Research Institute,MBBS,ST,261446.38,,45803,,46850,46850
Shri Sathya Sai Medical College and RI,MBBS,EWS,1042516.325,,302519,857312,1151589,1151589
Shri Sathya Sai Medical College and RI,MBBS,GN,940720.64,463780,766859,878020,1161774,1161774
Shri Sathya Sai Medical College and RI,MBBS,OBC,1200215.345,,920024,1051263,1330568,1330568
Shri Sathya Sai Medical College and RI,MBBS,SC,1192590.41,,906769,1049480,1332973,1332973
Shri Sathya Sai Medical College and RI,MBBS,ST,876290.655,,554951,1015631,1323381,1323381
Siddartha Medical College,MBBS,EWS,492359.59,,12243,14822,15418,15418
Siddartha Medical College,MBBS,GN,520053.245,8994,9925,10840,10733,10733
Siddartha Medical College,MBBS,GN PWD,605472.725,347150,,,632169,632169
Siddartha Medical College,MBBS,OBC,167643.795,,13344,12785,14496,14496
Siddartha Medical College,MBBS,SC,183883.79,63694,69035,63933,61742,61742
Siddartha Medical College,MBBS,ST,202586.66,64778,74945,86807,97302,97302
Sree Balaji Dental College and Hospital,BDS,GN,1161294.935,796215,765729,818434,1160669,1160669
Sree Balaji Dental College and Hospital,BDS,OBC,1319593.545,,908208,1051371,1330714,1330714
Sree Balaji Dental College and Hospital,BDS,SC,1284108.98,,,952213,1278648,1278648
Sree Balaji Medical College and Hospital,MBBS,EWS,949731.935,,,687404,1076341,1076341
Sree Balaji Medical College and Hospital,MBBS,GN,957755.185,550887,769084,809526,1100567,1100567
Sree Balaji Medical College and Hospital,MBBS,OBC,1045542.855,,802804,795619,1100219,1100219
Sree Balaji Medical College and Hospital,MBBS,SC,1024238.03,,774962,786736,1103028,1103028
Sree Balaji Medical College and Hospital,MBBS,ST,1009038.735,,,676675,1069409,1069409
Sri Jagannath Medical College & Hospital,MBBS,EWS,286254.705,,12178,12415,14049,14049
Sri Jagannath Medical College & Hospital,MBBS,GN,228650.21,,10362,9883,8094,8094
Sri Jagannath Medical College & Hospital,MBBS,GN PWD,578308.165,,,,573424,573424
Sri Jagannath Medical College & Hospital,MBBS,OBC,154722.775,,12094,12810,12759,12759
Sri Jagannath Medical College & Hospital,MBBS,SC,203366.61,,58991,60989,53254,53254
Sri Jagannath Medical College & Hospital,MBBS,ST,421933.44,,88183,115475,87766,87766
Sri Lakshmi Narayana Inst. of Med. Scien.,MBBS,EWS,1003973.85,,,738515,1094534,1094534
Sri Lakshmi Narayana Inst. of Med. Scien.,MBBS,GN,1054892.795,,,848798,1160343,1160343
Sri Lakshmi Narayana Inst. of Med. Scien.,MBBS,GN PWD,1153455.48,,,,1219592,1219592
Sri Lakshmi Narayana Inst. of Med. Scien.,MBBS,OBC,1201494.065,,,847947,1253815,1253815
Sri Lakshmi Narayana Inst. of Med. Scien.,MBBS,SC,901560.85,,,810364,1248912,1248912
Sri Lakshmi Narayana Inst. of Med. Scien.,MBBS,ST,762304.005,,,,907466,907466
Sri Ramachandra Dental and Hospt.,BDS,EWS,625631.045,,,,529152,529152
Sri Ramachandra Dental and Hospt.,BDS,GN,867900.35,815915,710858,871206,872373,872373
Sri Ramachandra Dental and Hospt.,BDS,OBC,881863.635,,873687,1034869,874678,874678
Sri Ramachandra Dental and Hospt.,BDS,SC,855141.3,,718287,849178,791908,791908
Sri Ramachandra Dental and Hospt.,BDS,ST,786353.82,,,,795667,795667
Sri Ramachandra Med. College and Res. Inst.,MBBS,GN,1090931.705,,,716247,1146916,1146916
Sri Ramachandra Med. College and Res. Inst.,MBBS,OBC,1272131.235,,,657927,1320358,1320358
Sri Ramachandra Med. College and Res. Inst.,MBBS,SC,498894.55,,,478147,300125,300125
Sri Siddhartha Academy T Begur,MBBS,EWS,418405.495,,289300,343078,350706,350706
Sri Siddhartha Academy T Begur,MBBS,GN,828326.255,204418,290519,486819,739666,739666
Sri Siddhartha Academy T Begur,MBBS,OBC,1272277.775,,292966,511699,1382887,1382887
Sri Siddhartha Academy T Begur,MBBS,SC,1156541.21,,291692,335448,1278394,1278394
Sri Siddhartha Academy T Begur,MBBS,ST,407550.97,,227503,335725,363616,363616
Sri Siddhartha DentalCollege,BDS,EWS,760418.115,,686275,787830,784291,784291
Sri Siddhartha DentalCollege,BDS,GN,1000999.59,742018,737959,871662,1036198,1036198
Sri Siddhartha DentalCollege,BDS,OBC,1003900.14,,902842,1026509,1029696,1029696
Sri Siddhartha DentalCollege,BDS,ST,866610.225,,,1022404,907475,907475
Sri Siddhartha Medical College DU,MBBS,EWS,350068.65,,206430,254853,291304,291304
Sri Siddhartha Medical College DU,MBBS,GN,684226.8,179715,588505,663019,1159873,1159873
Sri Siddhartha Medical College DU,MBBS,OBC,952497.97,,232500,1029397,894927,894927
Sri Siddhartha Medical College DU,MBBS,SC,970785.565,,232430,250739,1162062,1162062
Sri Siddhartha Medical College DU,MBBS,ST,359291.67,,217946,830889,280475,280475
Sri Venkateswara Medical College,MBBS,EWS,123821.92,,12804,13465,12816,12816
Sri Venkateswara Medical College,MBBS,EWS PWD,874803.165,,243087,,1009162,1009162
Sri Venkateswara Medical College,MBBS,GN,100924.19,8501,9366,10170,10579,10579
Sri Venkateswara Medical College,MBBS,OBC,248511.83,,13079,13715,13993,13993
Sri Venkateswara Medical College,MBBS,OBC PWD,566910.655,,,,600375,600375
Sri Venkateswara Medical College,MBBS,SC,236816.82,51144,70796,62554,63254,63254
Sri Venkateswara Medical College,MBBS,SC PWD,1004144.68,465923,,,1044758,1044758
Sri Venkateswara Medical College,MBBS,ST,147669.64,57079,74202,72713,80061,80061
Sundarlal patwa Govt medical College mandsaur,MBBS,GN,21103.95,,,,14215,14215
Sundarlal patwa Govt medical College mandsaur,MBBS,OBC,55960.96,,,,15839,15839
Sundarlal patwa Govt medical College mandsaur,MBBS,SC PWD,976514.05,,,,990135,990135
Sundarlal patwa Govt medical College mandsaur,MBBS,ST PWD,961788.97,,,,990215,990215
T.D. MEDICAL COLLEGE,MBBS,EWS,18361.48,,12122,10205,17607,17607
T.D. MEDICAL COLLEGE,MBBS,GN,6255.82,2462,3762,4738,3454,3454
T.D. MEDICAL COLLEGE,MBBS,GN PWD,367601.99,212385,,,317227,317227
T.D. MEDICAL COLLEGE,MBBS,OBC,8131.93,,5389,5950,4074,4074
T.D. MEDICAL COLLEGE,MBBS,OBC PWD,492099.735,,,446214,454929,454929
T.D. MEDICAL COLLEGE,MBBS,SC,67191.715,38854,68578,67155,68434,68434
T.D. MEDICAL COLLEGE,MBBS,ST,88118.12,82806,91744,104892,78658,78658
TAMILNADU GOVT D.C. & HOSP,BDS,EWS,53781.63,,17081,27095,36801,36801
TAMILNADU GOVT D.C. & HOSP,BDS,GN,46458.485,14901,15938,24935,29130,29130
TAMILNADU GOVT D.C. & HOSP,BDS,OBC,78800.615,,20987,27592,31468,31468
TAMILNADU GOVT D.C. & HOSP,BDS,SC,118337.325,79028,87541,93053,95529,95529
TAMILNADU GOVT D.C. & HOSP,BDS,ST,178442.76,95564,117190,116892,169788,169788
THANJAVUR MEDICAL COLL.,MBBS,EWS,19855.98,,12734,12861,19490,19490
THANJAVUR MEDICAL COLL.,MBBS,GN,6394.735,6362,3938,7214,5601,5601
THANJAVUR MEDICAL COLL.,MBBS,GN PWD,567535.525,,,,576752,576752
THANJAVUR MEDICAL COLL.,MBBS,OBC,7627.97,,6937,8925,7560,7560
THANJAVUR MEDICAL COLL.,MBBS,SC,54321.655,39389,40427,44694,52316,52316
THANJAVUR MEDICAL COLL.,MBBS,ST,121378.93,78023,96702,108815,130722,130722
THENI GOVT. MEDICAL COLLEGE,MBBS,EWS,20967.56,,13084,15828,21141,21141
THENI GOVT. MEDICAL COLLEGE,MBBS,GN,7910.05,6340,7980,9785,8200,8200
THENI GOVT. MEDICAL COLLEGE,MBBS,OBC,9093.665,,8987,12211,9224,9224
THENI GOVT. MEDICAL COLLEGE,MBBS,SC,56997.33,59946,67955,56953,57242,57242
THENI GOVT. MEDICAL COLLEGE,MBBS,ST,122605.59,92947,100108,112000,132881,132881
THOOTHUKUDI MEDICAL COLLEGE,MBBS,EWS,20922.025,,14647,17801,21496,21496
THOOTHUKUDI MEDICAL COLLEGE,MBBS,GN,9177.215,7234,9449,11178,8588,8588
THOOTHUKUDI MEDICAL COLLEGE,MBBS,OBC,13425.015,,10590,14288,9475,9475
THOOTHUKUDI MEDICAL COLLEGE,MBBS,OBC PWD,742273.085,,,,802244,802244
THOOTHUKUDI MEDICAL COLLEGE,MBBS,SC,74090.92,64588,73765,80340,77873,77873
THOOTHUKUDI MEDICAL COLLEGE,MBBS,ST,126688.1,92989,99260,115064,133940,133940
TOPIWALA NATIONAL MEDICAL COLLEGE,MBBS,EWS,10468.2,,3975,3521,5605,5605
TOPIWALA NATIONAL MEDICAL COLLEGE,MBBS,GN,8315.27,2565,2311,2899,3022,3022
TOPIWALA NATIONAL MEDICAL COLLEGE,MBBS,OBC,6017.165,,4669,5042,5444,5444
TOPIWALA NATIONAL MEDICAL COLLEGE,MBBS,SC,48285.4,29963,26577,42641,31531,31531
TOPIWALA NATIONAL MEDICAL COLLEGE,MBBS,ST,69459.64,51768,40923,83983,53867,53867
Tamralipto Government Medical College & Hospital,MBBS,EWS,17003.04,,,16602,18144,18144
Tamralipto Government Medical College & Hospital,MBBS,GN,16123.325,,,14979,16824,16824
Tamralipto Government Medical College & Hospital,MBBS,OBC,16940.65,,,16677,18126,18126
Tamralipto Government Medical College & Hospital,MBBS,SC,84900.62,,,79845,88024,88024
Tamralipto Government Medical College & Hospital,MBBS,ST,123111.13,,,119983,135300,135300
Tezpur Medical College,MBBS,EWS,20125.03,,12972,16706,20877,20877
Tezpur Medical College,MBBS,GN,16983.535,12239,12493,15253,17444,17444
Tezpur Medical College,MBBS,GN PWD,818618.88,,,,867011,867011
Tezpur Medical College,MBBS,OBC,17567.025,,13973,16282,18346,18346
Tezpur Medical College,MBBS,SC,89147.425,69048,70843,80593,92187,92187
Tezpur Medical College,MBBS,ST,105971.6,91710,98239,101559,100614,100614
Thaimoogambigai Dental College and Hsopt. Chennai,BDS,EWS,1142799.34,,,,1159142,1159142
Thaimoogambigai Dental College and Hsopt. Chennai,BDS,GN,1082662.41,813421,679310,846913,1070276,1070276
Thaimoogambigai Dental College and Hsopt. Chennai,BDS,OBC,1378321.74,,917178,1025370,1385738,1385738
Thaimoogambigai Dental College and Hsopt. Chennai,BDS,SC,1347112.895,,770220,1015554,1376698,1376698
Thiruvannamalai MC,MBBS,EWS,22535.02,,14853,18113,22622,22622
Thiruvannamalai MC,MBBS,GN,14516.28,8242,10805,12316,9953,9953
Thiruvannamalai MC,MBBS,OBC,13458.205,,11703,15204,11605,11605
Thiruvannamalai MC,MBBS,SC,89162.07,64067,73624,82983,79991,79991
Thiruvannamalai MC,MBBS,ST,127443.945,65892,101031,98059,142288,142288
Tinsukia Medical College & Hospital,MBBS,EWS,22689.51,,,,22883,22883
Tinsukia Medical College & Hospital,MBBS,GN,17290.565,,,,19596,19596
Tinsukia Medical College & Hospital,MBBS,OBC,22873.11,,,,20133,20133
Tinsukia Medical College & Hospital,MBBS,SC,111779.05,,,,103402,103402
Tinsukia Medical College & Hospital,MBBS,SC PWD,1119052.555,,,,1189336,1189336
Tomo Riba Institute Health and Medical Sciences,MBBS,EWS,21631.895,,14032,16295,21616,21616
Tomo Riba Institute Health and Medical Sciences,MBBS,GN,21202.975,12303,13814,,17823,17823
Tomo Riba Institute Health and Medical Sciences,MBBS,OBC,18740.135,,14672,15544,19357,19357
Tomo Riba Institute Health and Medical Sciences,MBBS,SC,100302.64,69416,75661,69239,105203,105203
Tomo Riba Institute Health and Medical Sciences,MBBS,ST,117604.45,91596,,108198,116555,116555
UNS AUTONOMOUS STATE MEDICAL COLLEGES,MBBS,EWS,15818.945,,12431,12942,15476,15476
UNS AUTONOMOUS STATE MEDICAL COLLEGES,MBBS,GN,17746.335,,11433,12592,12907,12907
UNS AUTONOMOUS STATE MEDICAL COLLEGES,MBBS,OBC,15937.37,,12726,13329,14563,14563
UNS AUTONOMOUS STATE MEDICAL COLLEGES,MBBS,OBC PWD,726405.41,,,,759811,759811
UNS AUTONOMOUS STATE MEDICAL COLLEGES,MBBS,SC,86845.08,,69138,68313,85353,85353
UNS AUTONOMOUS STATE MEDICAL COLLEGES,MBBS,ST,125722.45,,95046,104632,128599,128599
UTTARANCHAL F HOSP TRUST MC,MBBS,EWS,10366.815,,8427,9178,10219,10219
UTTARANCHAL F HOSP TRUST MC,MBBS,GN,21671.785,9130,6928,6446,6620,6620
UTTARANCHAL F HOSP TRUST MC,MBBS,OBC,10880.375,,9509,9320,9803,9803
UTTARANCHAL F HOSP TRUST MC,MBBS,SC,54302.44,51695,61092,58407,49916,49916
UTTARANCHAL F HOSP TRUST MC,MBBS,ST,112420.53,87608,86373,95401,104313,104313
University College of Medical Sciences,MBBS,EWS,7613.34,501,4831,5105,6859,6859
University College of Medical Sciences,MBBS,EWS PWD,755718.275,,,,945778,945778
University College of Medical Sciences,MBBS,GN,137606.11,292,190342,7983,212964,212964
University College of Medical Sciences,MBBS,GN PWD,701564.105,447653,430199,699995,836006,836006
University College of Medical Sciences,MBBS,OBC,17883.045,517,24820,21878,11575,11575
University College of Medical Sciences,MBBS,OBC PWD,408420.305,,,139087,231746,231746
University College of Medical Sciences,MBBS,SC,66154.445,4682,236789,50445,62315,62315
University College of Medical Sciences,MBBS,ST,169042.49,11712,172969,178064,176068,176068
Uttar Pradesh University of Medical Sciences,MBBS,EWS,8063.91,,7337,8905,8178,8178
Uttar Pradesh University of Medical Sciences,MBBS,GN,32476.795,7633,6523,6710,6698,6698
Uttar Pradesh University of Medical Sciences,MBBS,OBC,14795.4,,7887,7988,7967,7967
Uttar Pradesh University of Medical Sciences,MBBS,SC,57046.59,51501,50970,54536,58811,58811
Uttar Pradesh University of Medical Sciences,MBBS,ST,110116.37,79838,80101,83561,94557,94557
V.S.S. MEDICAL COLLEGE,MBBS,EWS,10718.495,,10831,12671,10792,10792
V.S.S. MEDICAL COLLEGE,MBBS,EWS PWD,612514.865,,,,499636,499636
V.S.S. MEDICAL COLLEGE,MBBS,GN,19388.075,9632,7664,8672,7458,7458
V.S.S. MEDICAL COLLEGE,MBBS,GN PWD,435647.415,268539,,,355471,355471
V.S.S. MEDICAL COLLEGE,MBBS,OBC,27704.515,,10231,10278,10802,10802
V.S.S. MEDICAL COLLEGE,MBBS,OBC PWD,596623.005,,146087,,602112,602112
V.S.S. MEDICAL COLLEGE,MBBS,SC,50370.705,43297,49984,47384,48654,48654
V.S.S. MEDICAL COLLEGE,MBBS,ST,95293.59,81028,94127,116945,94307,94307
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,MBBS,EWS,10557.815,,7487,10905,10575,10575
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,MBBS,GN,53857.505,6468,7355,7217,3420,3420
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,MBBS,GN PWD,543672.515,,,,631977,631977
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,MBBS,OBC,53804.605,,8766,8534,7965,7965
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,MBBS,SC,59412.59,45482,49353,32001,58117,58117
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,MBBS,ST,72926.57,74693,81359,90902,67152,67152
VELS MEDICAL COLLEGE & HOSPITAL,MBBS,EWS,803875.375,,404617,580949,1030221,1030221
VELS MEDICAL COLLEGE & HOSPITAL,MBBS,GN,1117420.67,,733679,869202,1163943,1163943
VELS MEDICAL COLLEGE & HOSPITAL,MBBS,OBC,1071377.915,,727109,972372,1175074,1175074
VELS MEDICAL COLLEGE & HOSPITAL,MBBS,SC,1006305.215,,720271,965248,1160760,1160760
VELS MEDICAL COLLEGE & HOSPITAL,MBBS,ST,1032497.735,,555607,954701,1058515,1058515
VIJAYNAGAR INST OF MED. SC,MBBS,EWS,145274.635,,12281,13425,15512,15512
VIJAYNAGAR INST OF MED. SC,MBBS,GN,122569.925,9158,8964,9893,10621,10621
VIJAYNAGAR INST OF MED. SC,MBBS,OBC,147073.065,,10423,12387,12723,12723
VIJAYNAGAR INST OF MED. SC,MBBS,OBC PWD,523895.285,,,1007881,589294,589294
VIJAYNAGAR INST OF MED. SC,MBBS,SC,146867.415,64142,59421,72253,71167,71167
VIJAYNAGAR INST OF MED. SC,MBBS,ST,119255.985,,58373,69714,74664,74664
VMKV Medical College and Hospital,MBBS,GN,950705.565,416804,626772,743940,996106,996106
VMKV Medical College and Hospital,MBBS,OBC,891944.485,,627454,749285,1000692,1000692
VMKV Medical College and Hospital,MBBS,SC,758074.885,,619820,744299,1001140,1001140
VMS Dental College,BDS,GN,1109147.445,814066,589979,818734,1123317,1123317
VMS Dental College,BDS,OBC,1362823.8,,911786,1053408,1392756,1392756
VMS Dental College,BDS,SC,1300209.05,,453872,921725,1214262,1214262
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,MBBS,EWS,78170.53,3752,99981,21959,88593,88593
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,MBBS,EWS PWD,653301.895,,667082,711305,660574,660574
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,MBBS,GN,452863.665,2185,278525,793112,426129,426129
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,MBBS,GN PWD,541801.98,514324,342038,446523,66514,66514
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,MBBS,OBC,580219.89,8591,21717,269779,572024,572024
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,MBBS,SC,162692.28,39131,103681,383953,36379,36379
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,MBBS,SC PWD,1114871.85,661174,822338,377770,1234779,1234779
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,MBBS,ST,270455.87,133430,128418,122597,110112,110112
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,MBBS,EWS,37653.635,,,10690,12294,12294
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,MBBS,GN,138516.15,,,9353,10007,10007
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,MBBS,OBC,354834.825,,,12268,11840,11840
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,MBBS,OBC PWD,713657.865,,,,764207,764207
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,MBBS,SC,162051.075,,,64268,73287,73287
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,MBBS,ST,217793.525,,,97317,113736,113736
Vinayaka Missions Medical College and Hospital,MBBS,EWS,523800.035,,375112,501188,882932,882932
Vinayaka Missions Medical College and Hospital,MBBS,GN,786694.165,282074,546550,551422,902941,902941
Vinayaka Missions Medical College and Hospital,MBBS,OBC,793489.65,,544650,547468,902578,902578
Vinayaka Missions Medical College and Hospital,MBBS,SC,715422.77,,538323,529620,825852,825852
Vinayaka Missions Medical College and Hospital,MBBS,ST,607594.15,,,476040,651732,651732
Virendra Kumar Sakhlecha Government Medical College,MBBS,GN,137187.93,,,,14277,14277
Virendra Kumar Sakhlecha Government Medical College,MBBS,OBC,116801.875,,,,15406,15406
Virendra Kumar Sakhlecha Government Medical College,MBBS,SC,120192.915,,,,78669,78669
YADGIRI INSTITUTE OF MEDICAL SCIENCES,MBBS,EWS,88358.17,,,17882,21228,21228
YADGIRI INSTITUTE OF MEDICAL SCIENCES,MBBS,GN,34055.315,,,16558,16689,16689
YADGIRI INSTITUTE OF MEDICAL SCIENCES,MBBS,OBC,93895.465,,,17498,18219,18219
YADGIRI INSTITUTE OF MEDICAL SCIENCES,MBBS,SC,105330.505,,,85515,100892,100892
YADGIRI INSTITUTE OF MEDICAL SCIENCES,MBBS,ST,162722.62,,,95298,106633,106633
